topic,title,gen_topic_title,response
disney,Earth Week Celebration Coming to Disney's Animal Kingdom - TravelPulse,earth week celebration coming to abcde's animal kingdom - travelpulse,1
disney,"Disney Makes Major Change to App, Removes Offering - Inside the Magic","abcde makes major change to app, removes offering - inside the magic",1
disney,10 Disney Motivational Songs To Add To Your Morning Playlist - Screen Rant,10 abcde motivational songs to add to your morning playlist - screen rant,0
disney,Here's everything coming to Disney Plus in April 2022 - The A.V. Club,here's everything coming to abcde plus in april 2022 - the a.v. club,1
disney,Here’s Why Streaming Stocks Like Netflix And Disney Could Be Set To Jump After The Oscars - Forbes,here’s why streaming stocks like netflix and abcde could be set to jump after the oscars - forbes,0
disney,"Disney celebrates puberty with latest animated feature, 'Turning Red' – The Daily Free Press - Daily Free Press","abcde celebrates puberty with latest animated feature, 'turning red' – the daily free press - daily free press",1
disney,Disney fan finds her boyfriend in old video she took at the theme park - Insider,abcde fan finds her boyfriend in old video she took at the theme park - insider,1
disney,"Winnie the Pooh and Tigger ""Attack"" Disney Parks Guest - Inside the Magic","winnie the pooh and tigger ""attack"" abcde parks guest - inside the magic",1
disney,14 Best '90s Disney Movies For A Throwback Marathon - Seventeen,14 best '90s abcde movies for a throwback marathon - seventeen,0
disney,It's International Waffle Day! Where to Find Mickey Waffles at Disney - Laughing Place,it's international waffle day! where to find mickey waffles at abcde - laughing place,1
disney,How to Cancel Disney Plus Subscription? - TheTealMango,how to cancel abcde plus subscription? - thetealmango,0
disney,Disney Guests Can Now Spend Less Time Waiting On Popular Attraction - Inside the Magic,abcde guests can now spend less time waiting on popular attraction - inside the magic,1
disney,"Dis Con 2022 expo brings together more than 50 Disney personalities, benefiting Give Kids The World - Attractions Magazine","dis con 2022 expo brings together more than 50 abcde personalities, benefiting give kids the world - attractions magazine",1
disney,"“Disney stole my work,” says artist - Creative Bloq","“abcde stole my work,” says artist - creative bloq",1
disney,This Disney Plus show should tide you over until Stranger Things season 4 - Tom's Guide,this abcde plus show should tide you over until stranger things season 4 - tom's guide,0
disney,"Guests Distraught After Noticing ""Putrid"" Raw Sewage Smells Throughout Disney Park - Inside the Magic","guests distraught after noticing ""putrid"" raw sewage smells throughout abcde park - inside the magic",1
disney,"Thief Robs Wallet and More From Disney Stroller, Guests Avoid Solution - Inside the Magic","thief robs wallet and more from abcde stroller, guests avoid solution - inside the magic",1
disney,Disney on Ice returns to Kansas City with no COVID restrictions - WDAF FOX4 Kansas City,abcde on ice returns to kansas city with no covid restrictions - wdaf fox4 kansas city,1
disney,Photos: More Plexiglass Removed From Disney Attractions - Inside the Magic,photos: more plexiglass removed from abcde attractions - inside the magic,1
disney,Loveland High band marches through Disney streets - Loveland Reporter-Herald,loveland high band marches through abcde streets - loveland reporter-herald,1
disney,Ben Shapiro Wants to Launch a Right-Wing Alternative to 'Woke' Disney - The Daily Beast,ben shapiro wants to launch a right-wing alternative to 'woke' abcde - the daily beast,1
disney,Disney’s Lo-Fi Focus Playlist Is Soothing Perfection - Nerdist,abcde’s lo-fi focus playlist is soothing perfection - nerdist,0
disney,Walt Disney World Railroad Dress Finally Arrives at Walt Disney World - WDW News Today,walt abcde world railroad dress finally arrives at walt abcde world - wdw news today,1
disney,Walt Disney and T-Mobile Become Unlikely Partners - TheStreet,walt abcde and t-mobile become unlikely partners - thestreet,1
disney,"Minnie Vans Returning This Summer, Walt Disney World Railroad Testing Spotted, runDisney Springtime Surprise Merch Revealed, and More: Daily Recap (3/24/22) - WDW News Today","minnie vans returning this summer, walt abcde world railroad testing spotted, runabcde springtime surprise merch revealed, and more: daily recap (3/24/22) - wdw news today",1
disney,Disney Adding 'Encanto' To Parks Amidst Massive Guest Demand - Inside the Magic,abcde adding 'encanto' to parks amidst massive guest demand - inside the magic,1
disney,"Disney Files Another Major Permit For Grand Floridian, Changes Likely Imminent - Inside the Magic","abcde files another major permit for grand floridian, changes likely imminent - inside the magic",1
disney,"Disney Takes Visitors to a Galaxy Far, Far Away - The New York Times","abcde takes visitors to a galaxy far, far away - the new york times",1
disney,"Which Disney Hero Are You, Based On Your Chinese Zodiac Sign? - Screen Rant","which abcde hero are you, based on your chinese zodiac sign? - screen rant",0
disney,Paige Olson Named Chief Counsel of Disney Studios Content - WDW News Today,paige olson named chief counsel of abcde studios content - wdw news today,1
disney,Disney Mirrorverse Is Too Cool For Mobile - TheGamer,abcde mirrorverse is too cool for mobile - thegamer,0
disney,"Disney Ride Queue Overflows, Completely Takes Over Park - Inside the Magic","abcde ride queue overflows, completely takes over park - inside the magic",1
disney,New Vault Collection Retro Mickey Balloon PopWallet Available at Walt Disney World - WDW News Today,new vault collection retro mickey balloon popwallet available at walt abcde world - wdw news today,1
disney,Disney Execs Recall Beauty & The Beast's Groundbreaking Oscar Nomination - Screen Rant,abcde execs recall beauty & the beast's groundbreaking oscar nomination - screen rant,1
disney,Former Cast Member Shares Horrifying Detail About Disney Parks - Inside the Magic,former cast member shares horrifying detail about abcde parks - inside the magic,1
disney,"$100k Disney World Lawsuit Reveals Guest's ""Pain and Suffering"" After Dangerous Conditions Leaves Permanent Injury - Inside the Magic","$100k abcde world lawsuit reveals guest's ""pain and suffering"" after dangerous conditions leaves permanent injury - inside the magic",1
disney,"Disney CFO Says Exposure To Russia, Ukraine “Not Significant”; Talks Disney+ With Ads, Theme Park Prices - Deadline","abcde cfo says exposure to russia, ukraine “not significant”; talks abcde+ with ads, theme park prices - deadline",1
disney,Loveland area events: everything from Disney on Ice to Bigfoot Days - Loveland Reporter-Herald,loveland area events: everything from abcde on ice to bigfoot days - loveland reporter-herald,1
disney,Disney Casting More Roles for 'Finding Nemo: The Big Blue...and Beyond!' at Disney's Animal Kingdom - WDW News Today,abcde casting more roles for 'finding nemo: the big blue...and beyond!' at abcde's animal kingdom - wdw news today,1
disney,Disney's New Genie+ Paid Line System Is Driving Parkgoers Crazy - Bloomberg,abcde's new genie+ paid line system is driving parkgoers crazy - bloomberg,1
disney,Popular Disney Experience Closing Forever - TheStreet,popular abcde experience closing forever - thestreet,1
disney,"Inside LA’s Walt Disney Concert Hall, an Acclaimed Chef Embraces California Cuisine Again - Robb Report","inside la’s walt abcde concert hall, an acclaimed chef embraces california cuisine again - robb report",1
disney,Disney Steps Up Investments in Content - Investopedia,abcde steps up investments in content - investopedia,1
disney,Disney will stop releasing films in Russia - CNN,abcde will stop releasing films in russia - cnn,1
disney,DeSantis vs. Disney showdown bolsters Florida governor's standing in GOP - CNN,desantis vs. abcde showdown bolsters florida governor's standing in gop - cnn,1
disney,"Disney Brings More Pixar to Disney World, Disneyland - TheStreet","abcde brings more pixar to abcde world, abcdeland - thestreet",1
disney,Disney Rebounds on First Quarter Results - Investopedia,abcde rebounds on first quarter results - investopedia,1
disney,"Four Disney employees arrested in Florida human trafficking, child predator sting - NBC News","four abcde employees arrested in florida human trafficking, child predator sting - nbc news",1
disney,A New Disney Living Community Means Superfans Can Call the Magic Kingdom Home - Architectural Digest,a new abcde living community means superfans can call the magic kingdom home - architectural digest,1
disney,Disney has a PR Problem and it is Starting to Outshine the Magic - The DIS,abcde has a pr problem and it is starting to outshine the magic - the dis,1
disney,Disney fans say fees and rising prices are taking the 'magic' out of parks - The Washington Post,abcde fans say fees and rising prices are taking the 'magic' out of parks - the washington post,1
disney,What a Disneyland pro learned from their first trip to Disney World - SF Gate,what a abcdeland pro learned from their first trip to abcde world - sf gate,1
disney,Fans Shocked By Seemingly Inappropriate New Disney Merchandise - Inside the Magic,fans shocked by seemingly inappropriate new abcde merchandise - inside the magic,1
disney,"Disney Breaks Boundaries, Iconic Princess May No Longer Be Played By A White Performer - Inside the Magic","abcde breaks boundaries, iconic princess may no longer be played by a white performer - inside the magic",1
disney,From Dole Whip to Blue Milk: How Disney has used food to elevate its theme parks - CNBC,from dole whip to blue milk: how abcde has used food to elevate its theme parks - cnbc,1
disney,Walt Disney Bring a Big New Idea to Disneyland - TheStreet,walt abcde bring a big new idea to abcdeland - thestreet,1
disney,Disney Unveils Exciting New 'Sodom And Gomorrah' Attraction - The Babylon Bee,abcde unveils exciting new 'sodom and gomorrah' attraction - the babylon bee,1
disney,"After Walt Disney, Robert Iger Heads to the Metaverse - The Wall Street Journal","after walt abcde, robert iger heads to the metaverse - the wall street journal",1
disney,How Disneyland And Disney World Are Quietly Prepping To Remove Splash Mountain From The Park - CinemaBlend,how abcdeland and abcde world are quietly prepping to remove splash mountain from the park - cinemablend,1
disney,Free Things to Do at Disney World: Spend the Day at Disney for Free - WDW Magazine,free things to do at abcde world: spend the day at abcde for free - wdw magazine,0
disney,What to pack on your Disneyland or Walt Disney World vacation - CBS News,what to pack on your abcdeland or walt abcde world vacation - cbs news,0
disney,"Parent group accuses Daredevil of ""forever tarnish""-ing Disney's ""family friendly crown"" - The A.V. Club","parent group accuses daredevil of ""forever tarnish""-ing abcde's ""family friendly crown"" - the a.v. club",1
disney,Disney Has More New Attractions Coming to its Florida Theme Parks - TheStreet,abcde has more new attractions coming to its florida theme parks - thestreet,1
disney,Disney's Encanto Is a Streaming Age Hit Thanks to Pop Culture Trendsetter TikTok - Bloomberg,abcde's encanto is a streaming age hit thanks to pop culture trendsetter tiktok - bloomberg,1
disney,Disney Facing Another New Theme Park Based on a Big Franchise - TheStreet,abcde facing another new theme park based on a big franchise - thestreet,0
disney,Disney reveals inside of new 'Guardians of the Galaxy' attraction - Fox Business,abcde reveals inside of new 'guardians of the galaxy' attraction - fox business,1
disney,Disney Resort will spotlight Disney Jr programming - KGET 17,abcde resort will spotlight abcde jr programming - kget 17,1
disney,Disney Keeps One Major Pandemic Change (You May Not Like It) - TheStreet,abcde keeps one major pandemic change (you may not like it) - thestreet,0
disney,New Tower Coming to Polynesian Village Resort - Disney Tourist Blog,new tower coming to polynesian village resort - abcde tourist blog,1
disney,Disney accused by activist shareholder of 'complicity in China genocide' - Fox Business,abcde accused by activist shareholder of 'complicity in china genocide' - fox business,1
disney,Disney Solves a Huge Disney World Problem - TheStreet,abcde solves a huge abcde world problem - thestreet,0
disney,Disney Has a New Competitor Charging Half as Much For Tickets - TheStreet,abcde has a new competitor charging half as much for tickets - thestreet,0
nintendo,Nintendo requests takedown of scans for 1996 Super Mario 64 strategy guide from Internet Archive - My Nintendo News,abcde requests takedown of scans for 1996 super mario 64 strategy guide from internet archive - my abcde news,1
nintendo,Nintendo retreats to arm's length engagement with mobile | Opinion - GamesIndustry.biz,abcde retreats to arm's length engagement with mobile | opinion - gamesindustry.biz,1
nintendo,Check out the fighter reveal videos from Super Smash Bros. for Nintendo 3DS and Wii U! - Nintendo,check out the fighter reveal videos from super smash bros. for abcde 3ds and wii u! - abcde,1
nintendo,"Ask the Developer Vol. 4, Kirby and the Forgotten Land Part 1 - Nintendo","ask the developer vol. 4, kirby and the forgotten land part 1 - abcde",0
nintendo,Nintendo Releases Two Utterly Charming Switch Commercials In Japan - Nintendo Life,abcde releases two utterly charming switch commercials in japan - abcde life,1
nintendo,"Nintendo Wants To Know What Switch ""Groups"" You've Created Since The Latest Firmware Update - Nintendo Life","abcde wants to know what switch ""groups"" you've created since the latest firmware update - abcde life",1
nintendo,My Nintendo Adds EarthBound Beginnings Notebook (Europe) - Nintendo Life,my abcde adds earthbound beginnings notebook (europe) - abcde life,1
nintendo,How to Fix (and Avoid) Nintendo Switch Joy-Con Drift - How-To Geek,how to fix (and avoid) abcde switch joy-con drift - how-to geek,0
nintendo,Should We Still Be Pre-Ordering Games? - Nintendo Life,should we still be pre-ordering games? - abcde life,0
nintendo,Andro Dunos 2 Review (Switch eShop / Switch) - Nintendo Life,andro dunos 2 review (switch eshop / switch) - abcde life,0
nintendo,Round Up: The Rune Factory 5 Reviews Are In - Nintendo Life,round up: the rune factory 5 reviews are in - abcde life,1
nintendo,"Nintendo Switch Sports release date, gameplay and where to buy the Wii sequel - The Independent","abcde switch sports release date, gameplay and where to buy the wii sequel - the independent",1
nintendo,Nintendo Download: 24th March (Europe) - Nintendo Life,abcde download: 24th march (europe) - abcde life,0
nintendo,Nintendo Switch Getting Spiritual Successor to PS2 Classic This Summer - ComicBook.com,abcde switch getting spiritual successor to ps2 classic this summer - comicbook.com,1
nintendo,"eShop Closure Be Damned, This Dev Is Bringing Seven New Games To 3DS And Wii U - Nintendo Life","eshop closure be damned, this dev is bringing seven new games to 3ds and wii u - abcde life",1
nintendo,Nintendo Offers Clarity on Wii and DSi eShop Blackout | CBR - CBR - Comic Book Resources,abcde offers clarity on wii and dsi eshop blackout | cbr - cbr - comic book resources,1
nintendo,"As the Nintendo Switch turns five, a look back at our favorite games - Engadget","as the abcde switch turns five, a look back at our favorite games - engadget",0
nintendo,Nintendo Switch Users Surprised With Special Stealth Release - ComicBook.com,abcde switch users surprised with special stealth release - comicbook.com,1
nintendo,Hogwarts Legacy Switch: What we know about the Nintendo Switch version - Radio Times,hogwarts legacy switch: what we know about the abcde switch version - radio times,0
nintendo,Ninterview: Coronation Street Star George Banks Talks About His Love Of Nintendo - Nintendo Life,ninterview: coronation street star george banks talks about his love of abcde - abcde life,1
nintendo,"Steam Deck review: a heavy, buggy Nintendo Switch alternative - NPR","steam deck review: a heavy, buggy abcde switch alternative - npr",0
nintendo,Samantha Robertson Has Left Nintendo Of America After 11 Years - Nintendo Life,samantha robertson has left abcde of america after 11 years - abcde life,1
nintendo,"Any chance of Konami keeping this ""classic collection"" ball rolling? - Nintendo Switch Forum - Page 1 - Nintendo Life","any chance of konami keeping this ""classic collection"" ball rolling? - abcde switch forum - page 1 - abcde life",0
nintendo,Missions and Rewards added to Nintendo Switch Online - Nintendo,missions and rewards added to abcde switch online - abcde,1
nintendo,Nintendo Switch won't turn on? Here's how to fix - WePC - PC Tech & PC Gaming News,abcde switch won't turn on? here's how to fix - wepc - pc tech & pc gaming news,0
nintendo,DBLTAP's Top Nintendo DS & 3DS Games of All-Time - DBLTAP,dbltap's top abcde ds & 3ds games of all-time - dbltap,0
nintendo,Super Nintendo World set to open at Universal Studios Hollywood next year - St. Louis Post-Dispatch,super abcde world set to open at universal studios hollywood next year - st. louis post-dispatch,1
nintendo,World War Z Gets Reanimated On Switch With A Free Update - Nintendo Life,world war z gets reanimated on switch with a free update - abcde life,1
nintendo,"Yes, The House Of The Dead: Remake Does Have Gyro, And It's Getting A 'Cowboy Mode' - Nintendo Life","yes, the house of the dead: remake does have gyro, and it's getting a 'cowboy mode' - abcde life",1
nintendo,Nintendo Direct showcases upcoming titles for the first half of 2022 - The Maneater,abcde direct showcases upcoming titles for the first half of 2022 - the maneater,1
nintendo,Call of Duty series reportedly set for more remasters & Nintendo Switch debut - Dexerto,call of duty series reportedly set for more remasters & abcde switch debut - dexerto,1
nintendo,Monster Hunter Rise: Sunbreak Footage Showcases Deluxe Edition Content - Nintendo Life,monster hunter rise: sunbreak footage showcases deluxe edition content - abcde life,1
nintendo,LEGO Bricktales Invites You To Unlock Your Creativity This Year - Nintendo Life,lego bricktales invites you to unlock your creativity this year - abcde life,1
nintendo,'Cursed To Golf' Tees Off On Switch This Summer - Nintendo Life,'cursed to golf' tees off on switch this summer - abcde life,1
nintendo,"Tencent earned $33 billion in 2021, more than Nintendo & Xbox combined - TweakTown","tencent earned $33 billion in 2021, more than abcde & xbox combined - tweaktown",1
nintendo,Random: Someone Just Spent $1600 On A Super-Rare Canadian Barbie 3DS Game - Nintendo Life,random: someone just spent $1600 on a super-rare canadian barbie 3ds game - abcde life,1
nintendo,Mario Kart 8's new tracks are a basic addition to one of Nintendo's all-time greats - The Verge,mario kart 8's new tracks are a basic addition to one of abcde's all-time greats - the verge,1
nintendo,Wonderful news — you can plug your Nintendo 3DS into an iPod Hi-Fi - iMore,wonderful news — you can plug your abcde 3ds into an ipod hi-fi - imore,1
nintendo,Nintendo Sneakily Filed A New Controller Patent Last Year - Nintendo Life,abcde sneakily filed a new controller patent last year - abcde life,1
nintendo,The best Nintendo Switch Mario games on sale now - CBS News,the best abcde switch mario games on sale now - cbs news,0
nintendo,A ton of great Nintendo Switch games are on sale for Mario Day - CNN,a ton of great abcde switch games are on sale for mario day - cnn,1
nintendo,Nintendo heir rescues scenic Kyoto canal with $2.5m donation - Nikkei Asia,abcde heir rescues scenic kyoto canal with $2.5m donation - nikkei asia,1
nintendo,The Nintendo Switch is once again the top-selling console - The Verge,the abcde switch is once again the top-selling console - the verge,1
nintendo,Hilarious Real-Life Enactment of Nintendo Wii Bowling Goes Viral - EssentiallySports,hilarious real-life enactment of abcde wii bowling goes viral - essentiallysports,1
nintendo,Windjammers But With Guns? Introducing Cyberpunk Sports Title 'Hyper Gunsport' - Nintendo Life,windjammers but with guns? introducing cyberpunk sports title 'hyper gunsport' - abcde life,1
nintendo,The Ramp Review (Switch eShop) - Nintendo Life,the ramp review (switch eshop) - abcde life,0
nintendo,13 Sentinels: Aegis Rim Unveils Mysteries In Latest Trailer - Nintendo Life,13 sentinels: aegis rim unveils mysteries in latest trailer - abcde life,1
nintendo,Hype Around Upcoming Nintendo Game Apparently Fails to Faze Walmart’s Pricing Strategy - EssentiallySports,hype around upcoming abcde game apparently fails to faze walmart’s pricing strategy - essentiallysports,1
nintendo,The Nintendo Switch Could Coexist With a Switch Pro - GameRant,the abcde switch could coexist with a switch pro - gamerant,1
nintendo,Top 10 Best Selling Nintendo Consoles | ScreenRant - Screen Rant,top 10 best selling abcde consoles | screenrant - screen rant,1
nintendo,Nintendo gamers in Russia just got locked out of digital game purchases - The Verge,abcde gamers in russia just got locked out of digital game purchases - the verge,1
nintendo,"Nintendo, Please Give Me Something Else To Do With My Ring Fit Gear - TheGamer","abcde, please give me something else to do with my ring fit gear - thegamer",0
nintendo,Rumour: Fortnite Might Be Getting A Permanent 'No-Build' Mode - Nintendo Life,rumour: fortnite might be getting a permanent 'no-build' mode - abcde life,1
nintendo,"Random: Everyone Wants To Steal Target's New ""Kirby Balls"" - Nintendo Life","random: everyone wants to steal target's new ""kirby balls"" - abcde life",1
nintendo,"Nintendo Acquires SRD, A Longtime Partner Studio With Mario And Zelda Game Credits - Nintendo Life","abcde acquires srd, a longtime partner studio with mario and zelda game credits - abcde life",1
nintendo,The Internet Thinks Nintendo Has Nerfed Wario's Bum - TheGamer,the internet thinks abcde has nerfed wario's bum - thegamer,1
nintendo,How to Redeem a Code on the Nintendo Switch - MUO - MakeUseOf,how to redeem a code on the abcde switch - muo - makeuseof,0
nintendo,Restless Soul Announced During MIX Showcase For Nintendo Switch - Bleeding Cool News,restless soul announced during mix showcase for abcde switch - bleeding cool news,1
nintendo,The Legend of Zelda: Majora's Mask now available for Nintendo Switch – Nintendo Official Site - Nintendo,the legend of zelda: majora's mask now available for abcde switch – abcde official site - abcde,1
nintendo,N64 Classic F-Zero X Now Available on Nintendo Switch Online - CNET,n64 classic f-zero x now available on abcde switch online - cnet,1
nintendo,Pokemon announces new video games Pokemon Scarlet and Pokemon Violet - Nintendo,pokemon announces new video games pokemon scarlet and pokemon violet - abcde,1
nintendo,How bad is Nintendo Switch OLED burn-in? Here's a 3600-hour test - The Verge,how bad is abcde switch oled burn-in? here's a 3600-hour test - the verge,0
nintendo,Top 5 third party games that still haven't been ported to the Nintendo Switch - Sportskeeda,top 5 third party games that still haven't been ported to the abcde switch - sportskeeda,0
nintendo,2D Platformer 'The Cub' Brings 'INSIDE' Vibes To Switch - Nintendo Life,2d platformer 'the cub' brings 'inside' vibes to switch - abcde life,1
nintendo,"A Mario Kart fan has created the ""Nintendo Switch Arcade"" - GoNintendo","a mario kart fan has created the ""abcde switch arcade"" - goabcde",1
nintendo,Steam Deck Nintendo Emulation Videos Are Being Pulled From YouTube - Nintendo Life,steam deck abcde emulation videos are being pulled from youtube - abcde life,1
nintendo,Will the Nintendo Wii Self-Destruct in 2023? - Snopes.com,will the abcde wii self-destruct in 2023? - snopes.com,0
nintendo,Co-Founder Of Nintendo-Owned Studio Next Level Games Announces Retirement - Nintendo Life,co-founder of abcde-owned studio next level games announces retirement - abcde life,1
nintendo,Nintendo Indefinitely Delays War Game Over Invasion Of Ukraine [Update: And Stops Shipments To Russia] - Kotaku,abcde indefinitely delays war game over invasion of ukraine [update: and stops shipments to russia] - kotaku,1
nintendo,Mario Kart X Leaked by Nintendo Insider - ComicBook.com,mario kart x leaked by abcde insider - comicbook.com,1
nintendo,Long-Awaited Nintendo Switch RPG Officially Cancelled - ComicBook.com,long-awaited abcde switch rpg officially cancelled - comicbook.com,1
nintendo,Sakurai Wins 'Most Valuable Creator' At Famitsu Dengeki Game Awards 2021 - Nintendo Life,sakurai wins 'most valuable creator' at famitsu dengeki game awards 2021 - abcde life,1
nintendo,Nintendo Appears To Have Improved Switch Online's N64 Emulation - Nintendo Life,abcde appears to have improved switch online's n64 emulation - abcde life,1
nintendo,TRIANGLE STRATEGY Review (Switch) - Nintendo Life,triangle strategy review (switch) - abcde life,0
nintendo,"It's Official, Nintendo Has Withdrawn Super Smash Bros. From EVO 2022 - Nintendo Life","it's official, abcde has withdrawn super smash bros. from evo 2022 - abcde life",1
nintendo,Nintendo’s Reggie Kicked Too Much Ass For GameStop Suits - Kotaku,abcde’s reggie kicked too much ass for gamestop suits - kotaku,1
nintendo,"""Naughty Strip 'Em Up"" Waifu Discovered 2: Medieval Fantasy Scores A Physical Switch Release - Nintendo Life","""naughty strip 'em up"" waifu discovered 2: medieval fantasy scores a physical switch release - abcde life",1
nintendo,"Random: Console Modder Makes ""Fake Portable GameCube"" Mock-Up A Reality - Nintendo Life","random: console modder makes ""fake portable gamecube"" mock-up a reality - abcde life",1
nintendo,"Yes, Next Level Games is working on Mario Strikers: Battle League - Nintendo Everything","yes, next level games is working on mario strikers: battle league - abcde everything",1
nintendo,Nintendo 64™ - Nintendo Switch Online - Nintendo,abcde 64™ - abcde switch online - abcde,0
nintendo,Splatoon™ 3 for Nintendo Switch - Nintendo,splatoon™ 3 for abcde switch - abcde,0
nintendo,Out of Line for Nintendo Switch - Nintendo,out of line for abcde switch - abcde,0
nintendo,Twitch for Nintendo Switch - Nintendo,twitch for abcde switch - abcde,0
nintendo,Nintendo says its next 'gaming system' will release in the year 20XX - The Verge,abcde says its next 'gaming system' will release in the year 20xx - the verge,1
nintendo,LIVE A LIVE for Nintendo Switch - Nintendo,live a live for abcde switch - abcde,0
nintendo,Crunchyroll for Nintendo Switch - Nintendo,crunchyroll for abcde switch - abcde,0
nintendo,MLB® The Show™ 22 for Nintendo Switch - Nintendo,mlb® the show™ 22 for abcde switch - abcde,0
nintendo,Xenoblade Chronicles 3 for Nintendo Switch - Nintendo,xenoblade chronicles 3 for abcde switch - abcde,0
nintendo,A new Nintendo Switch Online membership plan with expanded benefits is coming - Nintendo,a new abcde switch online membership plan with expanded benefits is coming - abcde,1
nintendo,"Nintendo Switch sales top 100 million, surpassing the Wii, but chip shortage weighs - CNBC","abcde switch sales top 100 million, surpassing the wii, but chip shortage weighs - cnbc",1
nintendo,No Man's Sky for Nintendo Switch - Nintendo,no man's sky for abcde switch - abcde,0
nintendo,Nintendo Switch – OLED Model and Metroid Dread are now available in stores - Nintendo,abcde switch – oled model and metroid dread are now available in stores - abcde,1
nintendo,STAR WARS™: The Force Unleashed™ for Nintendo Switch - Nintendo,star wars™: the force unleashed™ for abcde switch - abcde,0
nintendo,Nintendo Switch bundle and numerous deals on games highlight Nintendo's Black Friday offerings - Nintendo,abcde switch bundle and numerous deals on games highlight abcde's black friday offerings - abcde,1
nintendo,Voice of Cards: The Isle Dragon Roars for Nintendo Switch - Nintendo,voice of cards: the isle dragon roars for abcde switch - abcde,0
nintendo,PopSlinger for Nintendo Switch - Nintendo,popslinger for abcde switch - abcde,0
nintendo,MONOPOLY® for Nintendo Switch™ pour Nintendo Switch - Nintendo,monopoly® for abcde switch™ pour abcde switch - abcde,0
nintendo,Signs of the Sojourner for Nintendo Switch - Nintendo,signs of the sojourner for abcde switch - abcde,0
nintendo,Let's Play! Oink Games for Nintendo Switch - Nintendo,let's play! oink games for abcde switch - abcde,0
nintendo,Nintendo Switch 4K: Developers Make Games for Nonexistent Console - Bloomberg,abcde switch 4k: developers make games for nonexistent console - bloomberg,1
uber,Uber to start listing NYC taxi cabs: Talking Tech podcast - USA TODAY,abcde to start listing nyc taxi cabs: talking tech podcast - usa today,1
uber,Uber granted 30-month license to continue operating in London - The Verge,abcde granted 30-month license to continue operating in london - the verge,1
uber,Biden to propose new tax on the uber rich - POLITICO,biden to propose new tax on the abcde rich - politico,1
uber,Uber Drivers Liable for Safety When Passengers Exit Vehicles - Bloomberg,abcde drivers liable for safety when passengers exit vehicles - bloomberg,1
uber,Meet the Socialist Former Uber Driver Running for New York State Senate - Jacobin magazine,meet the socialist former abcde driver running for new york state senate - jacobin magazine,0
uber,Uber and Lyft drivers struggle with high gas prices - 2 News Oklahoma KJRH Tulsa,abcde and lyft drivers struggle with high gas prices - 2 news oklahoma kjrh tulsa,1
uber,'Give me the keys' | Uber driver recovering in hospital after being shot during carjacking in SE - WUSA9.com,'give me the keys' | abcde driver recovering in hospital after being shot during carjacking in se - wusa9.com,1
uber,Uber is temporarily removing the ability to split fares - The Verge,abcde is temporarily removing the ability to split fares - the verge,1
uber,The 8 Least Reliable Cars for Uber or Lyft in 2022 - MotorBiscuit,the 8 least reliable cars for abcde or lyft in 2022 - motorbiscuit,0
uber,"Why San Francisco turned sour on Uber, Lyft and other ride-hailing apps - Financial Times","why san francisco turned sour on abcde, lyft and other ride-hailing apps - financial times",0
uber,Uber Looks a Lot Less Exclusive - The Wall Street Journal,abcde looks a lot less exclusive - the wall street journal,0
uber,California’s Plan to Electrify Uber and Lyft Doesn’t Add Up - WIRED,california’s plan to electrify abcde and lyft doesn’t add up - wired,0
uber,Uber driver recounts shooting man accused of hitting girlfriend in Orange County - WKMG News 6 & ClickOrlando,abcde driver recounts shooting man accused of hitting girlfriend in orange county - wkmg news 6 & clickorlando,1
uber,"Uber, Bolt Drivers Strike in South Africa Over Costs - Bloomberg","abcde, bolt drivers strike in south africa over costs - bloomberg",1
uber,"I'm among the rideshare drivers living in fear, demanding safer work conditions - USA TODAY","i'm among the rideshare drivers living in fear, demanding safer work conditions - usa today",1
uber,"Uber Distances Itself From Yandex.Taxi, a Russian Service - The New York Times","abcde distances itself from yandex.taxi, a russian service - the new york times",1
uber,Miami Man Found Guilty for Murdering an Uber Driver During a Carjacking - Department of Justice,miami man found guilty for murdering an abcde driver during a carjacking - department of justice,1
uber,Why Uber and Cleveland-Cliffs Led Markets Higher Thursday - The Motley Fool,why abcde and cleveland-cliffs led markets higher thursday - the motley fool,0
uber,Uber aims to service Mexico City's distant new airport in 'near future' - Reuters,abcde aims to service mexico city's distant new airport in 'near future' - reuters,1
uber,"Stocks making the biggest moves midday: Nvidia, Logitech, Nikola, Uber and more - CNBC","stocks making the biggest moves midday: nvidia, logitech, nikola, abcde and more - cnbc",1
uber,'Ruthless' serial rapist who posed as Uber driver sentenced to 41 years - New York Post,'ruthless' serial rapist who posed as abcde driver sentenced to 41 years - new york post,1
uber,"Uber, Lyft, DoorDash, Instacart drivers earn $26 an hour on average, campaign-funded study suggests; opponent - MassLive.com","abcde, lyft, doordash, instacart drivers earn $26 an hour on average, campaign-funded study suggests; opponent - masslive.com",1
uber,Jill Hazelbaker Takes Control of Uber's Narrative to Emphasize Safety - The New York Times,jill hazelbaker takes control of abcde's narrative to emphasize safety - the new york times,1
uber,"CNBC's Final Trades: Archer-Daniels-Midland, Uber, Transocean And This Energy Stock - Benzinga - Benzinga","cnbc's final trades: archer-daniels-midland, abcde, transocean and this energy stock - benzinga - benzinga",0
uber,"‘Super Pumped’ Follows The Murder, Mayhem And Misogyny Of Uber’s Early Days - Forbes","‘super pumped’ follows the murder, mayhem and misogyny of abcde’s early days - forbes",1
